PRODUCT,INNER,OUTER,DESCRIPTION,CARTONS ORDERED,PCS ORDERED,BARCODE,PIECEPRICE,TOTAL PRICE,STOCK STATUS
CR0726,12,72,1X2CM BUNTING EMBELLISHMENTS,1,72,5024418850137,0.50,36.00,Picked
GB4712,1,8,35X27 JUNGLE S6 GIFTBOXES,1,8,5024418714170,9.75,78.00,Picked
CR0740,12,72,9X17CM PK9 CRAFT TAGS,1,72,5024418869894,0.50,36.00,Picked
CR0452,12,72,21X10.5 PK9 PRINTED FLORAL TAG,1,72,5024418731641,0.50,36.00,Picked
CR0650,12,72,10X13 CRAFTING BUNTING,1,72,5024418807483,0.50,36.00,Picked
CR0702,12,72,3M MINI BUNTING BANNER,1,72,5024418849179,0.50,36.00,Picked
CR0899,12,72,2 ASSORTED PK30 GIFT TAGS,1,72,5024418986355,0.50,36.00,18/10/2015
CR0271,48,144,3M FRAY EDGE WEBBING RIBBON,1,144,5024418684589,0.50,72.00,Picked
ST4081A,12,72,48CM X 1.5M NATURAL ORGANZ.ROLL-6 ASST,1,72,5024418505402,0.50,36.00,18/08/2015
ST3090B,12,72,2 CRAFT DIY BAGS-NAT/MULTI COL,1,72,5024418319184,0.25,18.00,Picked
CR0939,12,72,19X7.5 PK4 MINI CRAFT GIFT BAG,1,72,5024418100348,0.50,36.00,20/10/2015
ST1637B,12,72,ORIGAMI PAPER SET 70 SHEETS,1,72,5024418612704,0.55,39.60,Picked
CR0715,12,48,45X50CM FLORAL CRAFT SHEETS,1,48,5024418849797,1.10,52.80,Picked
CR0949,12,72,2M CRAFT GLITTER TAPE- GLD/SIL,1,72,5024418817451,0.50,36.00,20/10/2015
CR0950,12,72,2M CRAFTING GLITTER TAPES,1,72,5024418817468,0.50,36.00,20/10/2015
CR0937,24,72,270CM CRAFT SEQUIN RIBBON,1,72,5024418996354,0.50,36.00,19/09/2015
ST1480,8,48,24 ORGANZA SHTS-A5- 2AST,1,48,5024418055877,1.00,48.00,Picked
CR0792,12,72,150X28 CRAFT GLITTER ROLL,1,72,5024418942719,0.50,36.00,19/09/2015
EA0098,12,48,8M WOODEN EMBELLISHED RIBBON,1,48,5024418816133,1.00,48.00,TBC
XCR0004,48,144,2M 3 ASSORTED GLITTER RIBBON,1,144,5024418869900,0.50,72.00,29/07/2015
XCR0031,12,72,2AST PACK 3 - 2M WRAPPING TAPE,1,72,5024418872443,0.50,36.00,In Stock
CR0546,12,48,50CM:L CRAFTING LACE,1,48,5024418780243,1.00,48.00,09/09/2015
CR0741,48,144,2M VELVET RIBBON,1,144,5024418869948,0.50,72.00,Picked
GS0095,24,96,7X8 CORK TOP STORGEJAR +SPOON,1,96,5024418816812,0.55,52.80,Picked
